Mean		Variance		Passed
49.55198200000002	0.8663898034794788	true
49.51637499999998	0.8428612776526528	true
49.486613999999946	0.7831806756796784	true
49.45002899999999	0.847095950109108	true
49.519684000000076	0.7777889711151145	true
49.50960200000003	0.8361793449409416	true
49.526895999999994	0.8568961072912924	true
49.530054000000014	0.8132487378218219	true
49.48696100000008	0.8711529704494492	true
49.50424200000005	0.7609636130490499	true
49.52143600000002	0.8372521220260257	true
49.515936999999994	0.8375998048358348	true
49.50137199999996	0.835559226842843	true
49.487460999999925	0.8433199083873877	true
49.49458899999998	0.8579432993783794	true
49.504922	0.891348822738739	true
49.49860300000002	0.8398825159069064	true
49.48769600000002	0.8332118414254245	true
49.46596700000001	0.7843868187297302	true
49.532956999999946	0.7763986117627639	true
49.50414000000006	0.7858140704704705	true
49.46838200000006	0.8203285706466462	true
49.47922000000003	0.9373343499499497	true
49.48518199999994	0.8000630078838836	true
49.52244299999996	0.8399731859369375	true
49.49782800000008	0.8123268452612605	true
49.51931399999992	0.809659881285286	true
49.495930000000016	0.901450685785786	true
49.47065199999995	0.8536340549509523	true
49.508593	0.8184283256766758	true
Total successes: 30


boolChi		boolPasses		intChi		intPasses
0.116964	2	75.80580000000003	5
0.007744	4	84.76499999999997	3
7.683984	0	110.34040000000002	0
0.440896	2	105.6824	1
0.258064	2	96.75919999999999	2
0.0361	3	95.02160000000002	2
3.2761	0	96.18360000000003	2
0.098596	3	84.06400000000001	3
0.285156	2	84.56540000000003	3
0.191844	2	99.27739999999997	1
0.081796	3	120.18000000000006	0
0.018496	3	85.6786	3
0.001296	5	102.21540000000002	1
0.076176	3	100.39099999999998	1
3.154176	0	121.91920000000003	0
1.5876	0	93.88559999999998	2
0.25	2	95.694	2
1.493284	0	75.98560000000005	5
0.988036	1	99.12879999999998	1
4.804864	0	93.84200000000001	2
5.466244	0	80.43259999999998	4
0.627264	1	90.37880000000003	2
0.0289	3	111.62480000000005	0
0.972196	1	101.83419999999997	1
0.071824	3	99.1728	1
0.777924	1	95.987	2
0.702244	1	104.59219999999999	1
1.674436	0	86.17960000000004	3
0.150544	2	90.57719999999998	2
0.023716	3	112.06019999999997	0
