Mean		Variance		Passed
49.50541599999997	0.8456462652092093	true
49.522576	0.8756146108348352	true
49.55483999999992	0.8364039223223227	true
49.47593600000005	0.7994750229269263	true
49.55931200000003	0.8714166072632645	false
49.555484000000014	0.8497309847287281	true
49.49113999999999	0.8406140664664657	true
49.506772	0.869831731747749	true
49.51645200000001	0.8497482479439453	true
49.50250400000001	0.8354586606446438	true
49.50966400000003	0.7918835786826842	true
49.45717199999995	0.8342019323483479	true
49.47808000000007	0.8463279535535525	true
49.49755999999988	0.83506885925926	true
49.480704000000046	0.8363532976816823	true
49.47017999999997	0.7904352668668672	true
49.497795999999965	0.8509340924764782	true
49.49958399999996	0.8303569038478483	true
49.45248800000002	0.9430582120680684	true
49.53095999999999	0.8306590494494495	true
49.466688000000026	0.822809472128128	true
49.48248799999995	0.885914380236237	true
49.49147200000003	0.805807736952951	true
49.47241600000001	0.8522143132572558	true
49.54495199999999	0.8354835052012013	true
49.55508000000007	0.8832842938938937	true
49.46981200000003	0.871957426082081	true
49.496472000000026	0.8034567699859866	true
49.464191999999954	0.833280827963965	true
49.52614	0.8685341785785785	true
Total successes: 29


boolChi		boolPasses		intChi		intPasses
0.0	5	124.9958	0
0.0	5	109.8408	0
0.0	5	86.41259999999998	3
0.0	5	85.29599999999999	3
0.0	5	101.18079999999998	1
0.0	5	103.9812	1
0.0	5	93.87420000000004	2
0.0	5	102.05700000000003	1
0.0	5	99.76	1
0.0	5	89.9404	2
0.0	5	115.87299999999998	0
0.0	5	116.99260000000002	0
0.0	5	80.36680000000001	4
0.0	5	99.54799999999994	1
0.0	5	84.11819999999999	3
0.0	5	88.5072	3
0.0	5	87.28200000000002	3
0.0	5	103.12099999999997	1
0.0	5	85.1084	3
0.0	5	67.21059999999999	5
0.0	5	106.0576	1
0.0	5	84.882	3
0.0	5	86.597	3
0.0	5	119.6988	0
0.0	5	104.44939999999998	1
0.0	5	104.5406	1
0.0	5	117.41799999999999	0
0.0	5	110.69939999999998	0
0.0	5	101.06560000000003	1
0.0	5	102.75080000000001	1
